show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s948,,Movie/Show 948,Director 4,,,"September 9, 2019",2001,TV-MA,120 min,Comedies,Description 948
s949,,Movie/Show 949,Director 4,Actor 6,,"July 15, 2020",2011,R,90 min,Horror Movies,Description 949
s950,,Movie/Show 950,Director 1,"Actor 1, Actor 2",United Kingdom,"March 5, 2018",2017,,120 min,Horror Movies,Description 950
s951,,Movie/Show 951,Director 4,"Actor 1, Actor 2",India,,2013,TV-MA,100 min,Horror Movies,Description 951
s952,TV Show,Movie/Show 952,Director 3,"Actor 1, Actor 2",United States,"March 5, 2018",2011,TV-14,120 min,Documentaries,Description 952
s953,Movie,Movie/Show 953,Director 3,Actor 5,Canada,"July 15, 2020",2022,TV-14,2 Seasons,Action & Adventure,Description 953
s954,Movie,Movie/Show 954,Director 1,,United States,"September 9, 2019",2001,,100 min,Documentaries,Description 954
s955,TV Show,Movie/Show 955,Director 3,"Actor 1, Actor 2",United Kingdom,"September 9, 2019",2019,TV-14,120 min,Comedies,Description 955
s956,Movie,Movie/Show 956,Director 1,,United States,"September 9, 2019",2008,,95 min,Action & Adventure,Description 956
s957,TV Show,Movie/Show 957,Director 3,,Canada,,2016,R,2 Seasons,Dramas,Description 957
s958,Movie,Movie/Show 958,Director 2,Actor 5,,"September 9, 2019",2001,TV-14,120 min,Dramas,Description 958
s959,TV Show,Movie/Show 959,Director 1,Actor 6,United Kingdom,,2002,R,100 min,Horror Movies,Description 959
s960,Movie,Movie/Show 960,,"Actor 1, Actor 2",India,,2009,R,120 min,Action & Adventure,Description 960
s961,,Movie/Show 961,Director 3,Actor 5,United States,"December 31, 2020",2002,R,95 min,Documentaries,Description 961
s962,,Movie/Show 962,Director 2,Actor 6,United States,,2006,PG-13,90 min,Comedies,Description 962
s963,Movie,Movie/Show 963,Director 1,Actor 6,India,"March 5, 2018",2016,TV-MA,120 min,Horror Movies,Description 963
s964,TV Show,Movie/Show 964,Director 3,"Actor 1, Actor 2",India,"September 9, 2019",2003,,100 min,Horror Movies,Description 964
s965,Movie,Movie/Show 965,,,Canada,,2003,R,95 min,Action & Adventure,Description 965
s966,Movie,Movie/Show 966,Director 3,Actor 3,United States,"July 15, 2020",2007,,90 min,Comedies,Description 966
s967,,Movie/Show 967,Director 2,,United Kingdom,,2017,R,120 min,Dramas,Description 967
s968,TV Show,Movie/Show 968,Director 4,,United States,,2012,TV-MA,90 min,Horror Movies,Description 968
s969,,Movie/Show 969,Director 4,Actor 3,Canada,"December 31, 2020",2006,TV-14,120 min,Horror Movies,Description 969
s970,Movie,Movie/Show 970,Director 2,Actor 6,United Kingdom,"March 5, 2018",2006,,120 min,Action & Adventure,Description 970
s971,,Movie/Show 971,Director 2,Actor 3,United Kingdom,"July 15, 2020",2016,PG-13,2 Seasons,Horror Movies,Description 971
s972,TV Show,Movie/Show 972,Director 1,Actor 3,United Kingdom,"December 31, 2020",2021,,90 min,Action & Adventure,Description 972
s973,Movie,Movie/Show 973,Director 4,Actor 5,Canada,"March 5, 2018",2007,TV-MA,90 min,Comedies,Description 973
s974,Movie,Movie/Show 974,Director 1,Actor 5,United States,,2018,R,95 min,Dramas,Description 974
s975,,Movie/Show 975,Director 3,Actor 5,,"July 15, 2020",2020,,120 min,Dramas,Description 975
s976,TV Show,Movie/Show 976,Director 2,Actor 6,United Kingdom,"March 5, 2018",2005,TV-MA,120 min,Horror Movies,Description 976
s977,TV Show,Movie/Show 977,Director 1,Actor 3,India,"December 31, 2020",2017,R,2 Seasons,Horror Movies,Description 977
s978,TV Show,Movie/Show 978,Director 2,"Actor 1, Actor 2",Canada,,2017,TV-14,90 min,Action & Adventure,Description 978
s979,TV Show,Movie/Show 979,Director 1,Actor 3,United Kingdom,,2013,TV-MA,95 min,Comedies,Description 979
s980,TV Show,Movie/Show 980,Director 3,Actor 6,Canada,"September 9, 2019",2003,PG-13,90 min,Action & Adventure,Description 980
s981,Movie,Movie/Show 981,Director 3,Actor 5,India,"December 31, 2020",2020,,100 min,Documentaries,Description 981
s982,Movie,Movie/Show 982,,Actor 6,United Kingdom,"July 15, 2020",2018,TV-MA,95 min,Horror Movies,Description 982
s983,TV Show,Movie/Show 983,Director 4,Actor 5,United States,,2011,R,100 min,Dramas,Description 983
s984,TV Show,Movie/Show 984,,Actor 6,Canada,"September 9, 2019",2021,R,95 min,Dramas,Description 984
s985,Movie,Movie/Show 985,Director 4,"Actor 1, Actor 2",United Kingdom,"March 5, 2018",2014,PG-13,2 Seasons,Action & Adventure,Description 985
s986,Movie,Movie/Show 986,Director 3,Actor 5,United Kingdom,,2022,,120 min,Action & Adventure,Description 986
s987,TV Show,Movie/Show 987,Director 1,Actor 5,Canada,"March 5, 2018",2021,R,90 min,Horror Movies,Description 987
s988,TV Show,Movie/Show 988,Director 2,Actor 3,India,,2013,R,95 min,Action & Adventure,Description 988
s989,Movie,Movie/Show 989,Director 3,Actor 6,Canada,"March 5, 2018",2003,R,120 min,Dramas,Description 989
s990,,Movie/Show 990,Director 3,,,"December 31, 2020",2005,TV-MA,120 min,Dramas,Description 990
s991,,Movie/Show 991,Director 1,,United States,"March 5, 2018",2005,TV-MA,100 min,Dramas,Description 991
s992,,Movie/Show 992,Director 3,Actor 3,India,"March 5, 2018",2017,,2 Seasons,Documentaries,Description 992
s993,Movie,Movie/Show 993,Director 3,Actor 6,United States,,2012,PG-13,2 Seasons,Action & Adventure,Description 993
s994,Movie,Movie/Show 994,Director 1,"Actor 1, Actor 2",United States,,2016,,100 min,Horror Movies,Description 994
s995,Movie,Movie/Show 995,Director 3,Actor 3,Canada,"March 5, 2018",2010,PG-13,120 min,Dramas,Description 995
s996,,Movie/Show 996,Director 4,Actor 5,,"December 31, 2020",2021,TV-14,100 min,Documentaries,Description 996
s997,TV Show,Movie/Show 997,Director 4,"Actor 1, Actor 2",United Kingdom,"July 15, 2020",2005,R,120 min,Action & Adventure,Description 997
s998,Movie,Movie/Show 998,Director 4,Actor 6,,"September 9, 2019",2017,PG-13,2 Seasons,Comedies,Description 998
s999,Movie,Movie/Show 999,Director 4,Actor 5,India,"March 5, 2018",2019,R,120 min,Horror Movies,Description 999
s1000,Movie,Movie/Show 1000,Director 3,,,"December 31, 2020",2014,PG-13,120 min,Horror Movies,Description 1000
s1,,Movie/Show 1,,Actor 3,United Kingdom,"September 9, 2019",2007,R,120 min,Horror Movies,Description 1
s2,Movie,Movie/Show 2,Director 4,Actor 6,Canada,"December 31, 2020",2002,R,95 min,Action & Adventure,Description 2
s3,Movie,Movie/Show 3,,Actor 6,United Kingdom,,2008,,2 Seasons,Comedies,Description 3
s4,,Movie/Show 4,,Actor 5,Canada,"December 31, 2020",2011,R,90 min,Documentaries,Description 4
s5,TV Show,Movie/Show 5,,,United Kingdom,,2007,R,100 min,Dramas,Description 5
s6,Movie,Movie/Show 6,Director 2,Actor 5,,"December 31, 2020",2001,TV-14,90 min,Dramas,Description 6
s7,Movie,Movie/Show 7,,"Actor 1, Actor 2",India,,2021,TV-14,95 min,Action & Adventure,Description 7
s8,Movie,Movie/Show 8,Director 4,Actor 6,Canada,"March 5, 2018",2006,R,2 Seasons,Documentaries,Description 8
s9,,Movie/Show 9,Director 4,"Actor 1, Actor 2",Canada,"December 31, 2020",2016,,95 min,Documentaries,Description 9
s10,Movie,Movie/Show 10,Director 4,Actor 6,,"July 15, 2020",2011,PG-13,120 min,Comedies,Description 10
